date,product_code,product,variant,sold_quantity,gross_price,gross_price_total
2020-12-01,A5821110108,"AQ BZ Allin1","Premium 2",51,746.7388,38083.68
2020-12-01,A6018110101,"AQ Home Allin1","Standard 1",3,800.4577,2401.37
2020-12-01,A6018110102,"AQ Home Allin1","Standard 2",9,764.0542,6876.49
2020-12-01,A6018110103,"AQ Home Allin1","Standard 3",5,770.9789,3854.89
2020-12-01,A6018110104,"AQ Home Allin1","Plus 1",6,749.0987,4494.59
2020-12-01,A6018110105,"AQ Home Allin1","Plus 2",8,766.6472,6133.18
2020-12-01,A6018110106,"AQ Home Allin1","Plus 3",2,787.5874,1575.17
2020-12-01,A6019110107,"AQ Home Allin1","Premium 1",4,785.9918,3143.97
2020-12-01,A6019110108,"AQ Home Allin1","Premium 2",10,796.6606,7966.61
2020-12-01,A6119110201,"AQ HOME Allin1 Gen 2","Standard 1",8,824.0889,6592.71
2020-12-01,A6119110202,"AQ HOME Allin1 Gen 2","Standard 2",9,790.1040,7110.94
2020-12-01,A6119110203,"AQ HOME Allin1 Gen 2","Standard 3",10,769.5635,7695.64
2020-12-01,A6119110204,"AQ HOME Allin1 Gen 2","Plus 1",6,807.2638,4843.58
2020-12-01,A6120110205,"AQ HOME Allin1 Gen 2","Plus 2",8,834.9812,6679.85
2020-12-01,A6120110206,"AQ HOME Allin1 Gen 2","Plus 3",4,810.6034,3242.41
2020-12-01,A6218160101,"AQ Digit SSD",Standard,341,13.5941,4635.59
2020-12-01,A6218160102,"AQ Digit SSD",Plus,1247,15.2481,19014.38
2020-12-01,A6219160103,"AQ Digit SSD",Premium,1393,16.3003,22706.32
2020-12-01,A6319160201,"AQ Neuer SSD",Standard,782,17.3590,13574.74
2020-12-01,A6319160202,"AQ Neuer SSD",Plus,1715,18.5733,31853.21
2020-12-01,A6319160203,"AQ Neuer SSD",Premium,438,19.3433,8472.37
2020-12-01,A6419160301,"AQ Clx1",Standard,1348,17.8043,24000.20
2020-12-01,A6419160302,"AQ Clx1",Plus,943,19.6723,18550.98
2020-12-01,A6419160303,"AQ Clx1",Premium,1662,19.3342,32133.44
2020-12-01,A6519160401,"AQ Clx2",Standard,539,20.2889,10935.72
2020-12-01,A6520160402,"AQ Clx2",Plus,195,20.1650,3932.18
2020-12-01,A6520160403,"AQ Clx2",Premium,839,21.2830,17856.44
2020-12-01,A6620160501,"AQ Clx3",Standard,1127,22.8530,25755.33
2020-12-01,A6720160103,"AQ Pen Drive 2 IN 1",Premium,703,4.4411,3122.09
2020-12-01,A6818160201,"AQ Pen Drive DRC",Standard,2085,2.9990,6252.92
2020-12-01,A6818160202,"AQ Pen Drive DRC",Plus,722,3.8531,2781.94
2020-12-01,A6819160203,"AQ Pen Drive DRC",Premium,1394,5.0984,7107.17
2020-12-01,A7118160101,"AQ Wi Power Dx1",Standard,1218,29.6712,36139.52
2020-12-01,A7119160102,"AQ Wi Power Dx1",Plus,697,29.9264,20858.70
2020-12-01,A7119160103,"AQ Wi Power Dx1",Premium,293,28.7736,8430.66
2020-12-01,A7219160201,"AQ Wi Power Dx2",Standard,531,32.9575,17500.43
2020-12-01,A7220160202,"AQ Wi Power Dx2",Plus,1083,35.2053,38127.34
2020-12-01,A7220160203,"AQ Wi Power Dx2",Premium,132,37.4784,4947.15
2020-12-01,A7321160301,"AQ Wi Power Dx3",Standard,135,40.7954,5507.38
